Email_Sent,Called,Name,Business_Type,Address,City,Country,Phone,Website,Email,Email_Status,Email_Source,Email_Confidence,Google_Rating,Review_Count,Source,Zone,Distance_To_Stadium,Email_Lucas,Email_Anthony,Email_Jacob,Email_Opened
FALSE,FALSE,Athens Hotel & Suites,hotel,"1308 Clay St, Houston, TX 77002, USA",Houston,USA,+1 713-739-1960,http://www.athenshotelsuites.com/,reservations@athenshotelsuites.com,valid,scraped_website,100,4,625,google_places_enriched,downtown_zone,5.4 miles,"Hi Athens Hotel & Suites team,

There's a World Cup game 5.4 miles from Athens Hotel & Suites, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Athens Hotel & Suites specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Athens Hotel & Suites

Worth taking a look? I can send over a quick Athens Hotel & Suites snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Athens Hotel & Suites team,

There's a World Cup game 5.4 miles from Athens Hotel & Suites, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Athens Hotel & Suites specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Athens Hotel & Suites

Worth taking a look? I can send over a quick Athens Hotel & Suites snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Athens Hotel & Suites team,

There's a World Cup game 5.4 miles from Athens Hotel & Suites, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Athens Hotel & Suites specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Athens Hotel & Suites

Worth taking a look? I can send over a quick Athens Hotel & Suites snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,Sunset Rooftop Lounge,sports_bar,"2119 Dallas St 3rd Floor, Houston, TX 77003, USA",Houston,USA,+1 832-530-4270,http://sunsetrooftoplounge.com/,events@sunsetrooftoplounge.com,valid,scraped_website,100,4.3,748,google_places_enriched,downtown_zone,5.6 miles,"Hi Sunset Rooftop Lounge team,

There's a World Cup game 5.6 miles from Sunset Rooftop Lounge, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Sunset Rooftop Lounge specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Sunset Rooftop Lounge

Worth taking a look? I can send over a quick Sunset Rooftop Lounge snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Sunset Rooftop Lounge team,

There's a World Cup game 5.6 miles from Sunset Rooftop Lounge, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Sunset Rooftop Lounge specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Sunset Rooftop Lounge

Worth taking a look? I can send over a quick Sunset Rooftop Lounge snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Sunset Rooftop Lounge team,

There's a World Cup game 5.6 miles from Sunset Rooftop Lounge, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Sunset Rooftop Lounge specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Sunset Rooftop Lounge

Worth taking a look? I can send over a quick Sunset Rooftop Lounge snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,R24 Rooftop Lounge,sports_bar,"1600 Lamar St 24th Floor, Houston, TX 77010, USA",Houston,USA,+1 713-739-8000,https://www.hilton.com/en/hotels/houcvhh-hilton-americas-houston/dining/r24-rooftop-lounge/?y_source=1_MTAxMDI3NTQ1Ni03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,williams.sharona@hilton.com,valid,hunter_search,99,4.4,52,google_places_enriched,downtown_zone,5.5 miles,"Hi R24 Rooftop Lounge team,

There's a World Cup game 5.5 miles from R24 Rooftop Lounge, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for R24 Rooftop Lounge specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for R24 Rooftop Lounge

Worth taking a look? I can send over a quick R24 Rooftop Lounge snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi R24 Rooftop Lounge team,

There's a World Cup game 5.5 miles from R24 Rooftop Lounge, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for R24 Rooftop Lounge specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for R24 Rooftop Lounge

Worth taking a look? I can send over a quick R24 Rooftop Lounge snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi R24 Rooftop Lounge team,

There's a World Cup game 5.5 miles from R24 Rooftop Lounge, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for R24 Rooftop Lounge specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for R24 Rooftop Lounge

Worth taking a look? I can send over a quick R24 Rooftop Lounge snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,77 Degrees,sports_bar,"2416 Brazos St STE 200, Houston, TX 77006, USA",Houston,USA,+1 713-882-1116,http://www.77-degrees.com/,info@77-degrees.com,valid,scraped_website,100,4,844,google_places_enriched,downtown_zone,4.8 miles,"Hi 77 Degrees team,

There's a World Cup game 4.8 miles from 77 Degrees, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for 77 Degrees specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for 77 Degrees

Worth taking a look? I can send over a quick 77 Degrees snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi 77 Degrees team,

There's a World Cup game 4.8 miles from 77 Degrees, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for 77 Degrees specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for 77 Degrees

Worth taking a look? I can send over a quick 77 Degrees snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi 77 Degrees team,

There's a World Cup game 4.8 miles from 77 Degrees, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for 77 Degrees specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for 77 Degrees

Worth taking a look? I can send over a quick 77 Degrees snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,Skylawn,sports_bar,"401 Franklin St, Houston, TX 77201, USA",Houston,USA,+1 713-999-2550,https://www.posthtx.com/skylawn,hello@posthtx.com,valid,scraped_website,100,4.5,362,google_places_enriched,downtown_zone,6.3 miles,"Hi Skylawn team,

There's a World Cup game 6.3 miles from Skylawn, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Skylawn specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Skylawn

Worth taking a look? I can send over a quick Skylawn snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Skylawn team,

There's a World Cup game 6.3 miles from Skylawn, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Skylawn specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Skylawn

Worth taking a look? I can send over a quick Skylawn snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Skylawn team,

There's a World Cup game 6.3 miles from Skylawn, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Skylawn specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Skylawn

Worth taking a look? I can send over a quick Skylawn snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,The Deck at The Laura Hotel,sports_bar,"1070 Dallas St, Houston, TX 77002, USA",Houston,USA,+1 713-242-8555,https://thelaurahotel.com/dining/the-deck/,reservations@thelaurahotel.com,valid,hunter_search,95,5,8,google_places_enriched,downtown_zone,5.6 miles,"Hi The Deck at The Laura Hotel team,

There's a World Cup game 5.6 miles from The Deck at The Laura Hotel, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for The Deck at The Laura Hotel specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Deck at The Laura Hotel

Worth taking a look? I can send over a quick The Deck at The Laura Hotel snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi The Deck at The Laura Hotel team,

There's a World Cup game 5.6 miles from The Deck at The Laura Hotel, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for The Deck at The Laura Hotel specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Deck at The Laura Hotel

Worth taking a look? I can send over a quick The Deck at The Laura Hotel snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi The Deck at The Laura Hotel team,

There's a World Cup game 5.6 miles from The Deck at The Laura Hotel, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for The Deck at The Laura Hotel specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Deck at The Laura Hotel

Worth taking a look? I can send over a quick The Deck at The Laura Hotel snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,"3 Stories, a Rooftop",sports_bar,"2206 Emancipation Ave, Houston, TX 77003, USA",Houston,USA,+1 713-533-1455,https://the3stories.com/,events@the3stories.com,valid,scraped_website,100,4.9,61,google_places_enriched,downtown_zone,4.9 miles,"Hi 3 Stories, a Rooftop team,

There's a World Cup game 4.9 miles from 3 Stories, a Rooftop, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for 3 Stories, a Rooftop specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for 3 Stories, a Rooftop

Worth taking a look? I can send over a quick 3 Stories, a Rooftop snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi 3 Stories, a Rooftop team,

There's a World Cup game 4.9 miles from 3 Stories, a Rooftop, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for 3 Stories, a Rooftop specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for 3 Stories, a Rooftop

Worth taking a look? I can send over a quick 3 Stories, a Rooftop snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi 3 Stories, a Rooftop team,

There's a World Cup game 4.9 miles from 3 Stories, a Rooftop, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for 3 Stories, a Rooftop specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for 3 Stories, a Rooftop

Worth taking a look? I can send over a quick 3 Stories, a Rooftop snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,Bayou & Bottle,sports_bar,"1300 Lamar St, Houston, TX 77010, USA",Houston,USA,+1 713-276-4715,https://www.fourseasons.com/houston/dining/lounges/bayou-and-bottle/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-hfs-fab-mid-seo-na&utm_content=na-na&utm_term=na,nicola.frizzale@fourseasons.com,valid,hunter_search,99,4.6,345,google_places_enriched,downtown_zone,5.6 miles,"Hi Bayou & Bottle team,

There's a World Cup game 5.6 miles from Bayou & Bottle, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Bayou & Bottle specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Bayou & Bottle

Worth taking a look? I can send over a quick Bayou & Bottle snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Bayou & Bottle team,

There's a World Cup game 5.6 miles from Bayou & Bottle, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Bayou & Bottle specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Bayou & Bottle

Worth taking a look? I can send over a quick Bayou & Bottle snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Bayou & Bottle team,

There's a World Cup game 5.6 miles from Bayou & Bottle, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Bayou & Bottle specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Bayou & Bottle

Worth taking a look? I can send over a quick Bayou & Bottle snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,The Moonshiners Southern Table + Bar,sports_bar,"1000 Prairie St, Houston, TX 77002, USA",Houston,USA,+1 713-226-7717,http://www.themoonshinershouston.com/,info@themoonshinershouston.com,valid,scraped_website,100,4.3,2676,google_places_enriched,downtown_zone,6.0 miles,"Hi The Moonshiners Southern Table + Bar team,

There's a World Cup game 6.0 miles from The Moonshiners Southern Table + Bar, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for The Moonshiners Southern Table + Bar specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Moonshiners Southern Table + Bar

Worth taking a look? I can send over a quick The Moonshiners Southern Table + Bar snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi The Moonshiners Southern Table + Bar team,

There's a World Cup game 6.0 miles from The Moonshiners Southern Table + Bar, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for The Moonshiners Southern Table + Bar specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Moonshiners Southern Table + Bar

Worth taking a look? I can send over a quick The Moonshiners Southern Table + Bar snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi The Moonshiners Southern Table + Bar team,

There's a World Cup game 6.0 miles from The Moonshiners Southern Table + Bar, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for The Moonshiners Southern Table + Bar specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for The Moonshiners Southern Table + Bar

Worth taking a look? I can send over a quick The Moonshiners Southern Table + Bar snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,Reserve 101,sports_bar,"1201 Caroline St STE 100, Houston, TX 77002, USA",Houston,USA,+1 713-480-1579,http://www.reserve101.com/,info@reserve101.com,valid,scraped_website,100,4.6,808,google_places_enriched,downtown_zone,5.5 miles,"Hi Reserve 101 team,

There's a World Cup game 5.5 miles from Reserve 101, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Reserve 101 specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Reserve 101

Worth taking a look? I can send over a quick Reserve 101 snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Reserve 101 team,

There's a World Cup game 5.5 miles from Reserve 101, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Reserve 101 specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Reserve 101

Worth taking a look? I can send over a quick Reserve 101 snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Reserve 101 team,

There's a World Cup game 5.5 miles from Reserve 101, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Reserve 101 specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Reserve 101

Worth taking a look? I can send over a quick Reserve 101 snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
FALSE,FALSE,Lyric Bar,sports_bar,"411 Smith St, Houston, TX 77002, USA",Houston,USA,,https://www.lyricmarket.com/lyric-bar/,m.hunt@lyricmarket.com,valid,hunter_search,60,4.6,96,google_places_enriched,downtown_zone,6.1 miles,"Hi Lyric Bar team,

There's a World Cup game 6.1 miles from Lyric Bar, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Lyric Bar specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Lyric Bar

Worth taking a look? I can send over a quick Lyric Bar snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Lucas","Hi Lyric Bar team,

There's a World Cup game 6.1 miles from Lyric Bar, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Lyric Bar specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Lyric Bar

Worth taking a look? I can send over a quick Lyric Bar snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Anthony","Hi Lyric Bar team,

There's a World Cup game 6.1 miles from Lyric Bar, in less than 50 days, and 2× NRG Stadium (145K) worth of fans coming to Houston.

We're CrowdReady - a group of data scientists building actionable reports for Houston businesses. We pulled the numbers for Lyric Bar specifically:

- who's coming (countries, ages, spending profile)
- when they'll be near you, hour by hour, on game day
- a Facebook/Instagram ad you can launch before kickoff— copy, audience, budget
- a day-of plan: when to staff up, what to stock, what to price up
- the single move with the highest projected revenue for Lyric Bar

Worth taking a look? I can send over a quick Lyric Bar snapshot today with the key numbers and the clearest opportunity we see.

If it's useful, 15 minutes on Zoom and I'll show you how to deploy it.

Cheers,
Jacob",
